208844.088387,99166.3186711
784805.129328,216071.875249
3539109.40182,471319.375324
16662121.1138,1028306.52072
79144567.4627,2243606.88672
376603482.139,4895241.27802
1792676146.77,10680756.9958
8533952530.9,23303978.8834
40626068898.2,50846158.036
193401850437.0,110939501.948
920696942227.0,242055124.5
4.3830136929e+12,528131840.213
2.0865508081e+13,1152312892.53
9.93310676365e+13,2514192292.91
4.72869434531e+14,5485630618.84
2.25111344798e+15,11968910799.4
1.07165136628e+16,26114559232.6
5.1016382666e+16,56978468245.4
2.42865486128e+17,124319381180.0
1.15617065088e+18,271248227846.0
5.50399562845e+18,591827279153.0
2.62019865796e+19,1.29128780354e+12
1.24735582486e+20,2.81741692265e+12
5.9380862176e+20,6.1472261213e+12
2.82684918167e+21,1.34124235155e+13
1.34573261537e+22,2.92641105126e+13
6.40641277862e+22,6.385036702e+13
3.04979787376e+23,1.39312943301e+14
1.45186821272e+24,3.03962170884e+14
6.91167544325e+24,6.6320471838e+14
3.29033014253e+25,1.44702380958e+15
1.56637454055e+26,3.15721201533e+15
7.45678729792e+26,6.88861347254e+15
3.54983277416e+27,1.50300313516e+16
1.68991178386e+28,3.27935140113e+16
8.04489117913e+28,7.15510524263e+16
3.82980192826e+29,1.56114806774e+17
1.82319219528e+30,3.40621585115e+17
8.67937779345e+30,7.43190646958e+17
4.13185176397e+31,1.62154238564e+18
1.9669842016e+32,3.53798815846e+18
9.36390526659e+32,7.71941598337e+18
4.45772374635e+33,1.6842731082e+19
2.12211683406e+34,3.67485818762e+19
1.01024202343e+35,8.01804804301e+19
4.80929668679e+35,1.7494306212e+20
2.28948450819e+36,3.81702314826e+20
1.08991805966e+37,8.3282329335e+20
5.18859757529e+37,1.81710880706e+21
2.47005218049e+38,3.96468787924e+21
1.17587800669e+39,8.65041758574e+21
5.597813267e+39,1.8874051801e+22
2.66486091193e+40,4.11806514376e+22
1.26861746564e+41,8.98506622056e+22
6.03930309057e+41,1.9604210271e+23
2.87503387014e+42,4.27737593596e+23
1.36867112488e+43,9.33266101753e+23
6.51561245082e+43,2.03626155316e+24
3.10178280505e+44,4.44284979932e+24
1.47661584269e+45,9.69370280977e+24
7.0294875042e+45,2.11503603337e+25
3.34641503518e+46,4.61472515739e+25
1.59307397318e+47,1.00687118055e+26
7.58389099179e+47,2.19685797019e+26
3.61034098502e+48,4.79324965736e+26
1.71871695443e+49,1.04582283377e+27
8.18201932088e+49,2.28184525702e+27
3.89508231677e+50,4.97868052682e+27
